driver_id,first_name,last_name,nationality,dob,url
bianchi,Lucien,Bianchi,Belgian,1934-11-10,http://en.wikipedia.org/wiki/Lucien_Bianchi
blanchard,Harry,Blanchard,American,1929-06-13,http://en.wikipedia.org/wiki/Harry_Blanchard
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
boyd,Johnny,Boyd,American,1926-08-19,http://en.wikipedia.org/wiki/Johnny_Boyd
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
branson,Don,Branson,American,1920-06-02,http://en.wikipedia.org/wiki/Don_Branson
bristow,Chris,Bristow,British,1937-12-02,http://en.wikipedia.org/wiki/Chris_Bristow
brooks,Tony,Brooks,British,1932-02-25,http://en.wikipedia.org/wiki/Tony_Brooks
bryan,Jimmy,Bryan,American,1926-01-28,http://en.wikipedia.org/wiki/Jimmy_Bryan
bueb,Ivor,Bueb,British,1923-06-06,http://en.wikipedia.org/wiki/Ivor_Bueb
burgess,Ian,Burgess,British,1930-07-06,http://en.wikipedia.org/wiki/Ian_Burgess
cabianca,Giulio,Cabianca,Italian,1923-02-19,http://en.wikipedia.org/wiki/Giulio_Cabianca
cabral,Mário de Araújo,Cabral,Portuguese,1934-01-15,http://en.wikipedia.org/wiki/Mario_de_Araujo_Cabral
cade,Phil,Cade,American,1916-06-12,http://en.wikipedia.org/wiki/Phil_Cade
darter,Duane,Carter,American,1913-05-05,http://en.wikipedia.org/wiki/Duane_Carter
cheesbourg,Bill,Cheesbourg,American,1927-06-12,http://en.wikipedia.org/wiki/Bill_Cheesbourg
christie,Bob,Christie,American,1924-04-04,http://en.wikipedia.org/wiki/Bob_Christie_(racing_driver)
constantine,George,Constantine,American,1918-02-22,http://en.wikipedia.org/wiki/George_Constantine
ray_crawford,Ray,Crawford,American,1915-10-26,http://en.wikipedia.org/wiki/Ray_Crawford
orey,Fritz,d'Orey,Brazilian,1938-03-25,http://en.wikipedia.org/wiki/Fritz_d%27Orey
davis,Colin,Davis,British,1933-07-29,http://en.wikipedia.org/wiki/Colin_Davis_(driver)
daywalt,Jimmy,Daywalt,American,1924-08-28,http://en.wikipedia.org/wiki/Jimmy_Daywalt
beaufort,Carel Godin,de Beaufort,Dutch,1934-04-10,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
Changy,Alain,de Changy,Belgian,1922-02-05,http://en.wikipedia.org/wiki/Alain_de_Changy
allison,Cliff,Allison,British,1932-02-08,http://en.wikipedia.org/wiki/Cliff_Allison
amick,Red,Amick,American,1929-01-19,http://en.wikipedia.org/wiki/Red_Amick
barth,Edgar,Barth,German,1917-01-26,http://en.wikipedia.org/wiki/Edgar_Barth
bettenhausen,Tony,Bettenhausen,American,1916-09-12,http://en.wikipedia.org/wiki/Tony_Bettenhausen
bianchi,Lucien,Bianchi,Belgian,1934-11-10,http://en.wikipedia.org/wiki/Lucien_Bianchi
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
bonomi,Roberto,Bonomi,Argentine,1919-09-30,http://en.wikipedia.org/wiki/Roberto_Bonomi
boyd,Johnny,Boyd,American,1926-08-19,http://en.wikipedia.org/wiki/Johnny_Boyd
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
branson,Don,Branson,American,1920-06-02,http://en.wikipedia.org/wiki/Don_Branson
bristow,Chris,Bristow,British,1937-12-02,http://en.wikipedia.org/wiki/Chris_Bristow
brooks,Tony,Brooks,British,1932-02-25,http://en.wikipedia.org/wiki/Tony_Brooks
bryan,Jimmy,Bryan,American,1926-01-28,http://en.wikipedia.org/wiki/Jimmy_Bryan
burgess,Ian,Burgess,British,1930-07-06,http://en.wikipedia.org/wiki/Ian_Burgess
cabianca,Giulio,Cabianca,Italian,1923-02-19,http://en.wikipedia.org/wiki/Giulio_Cabianca
cabral,Mário de Araújo,Cabral,Portuguese,1934-01-15,http://en.wikipedia.org/wiki/Mario_de_Araujo_Cabral
darter,Duane,Carter,American,1913-05-05,http://en.wikipedia.org/wiki/Duane_Carter
chimeri,Ettore,Chimeri,Venezuelan,1921-06-04,http://en.wikipedia.org/wiki/Ettore_Chimeri
christie,Bob,Christie,American,1924-04-04,http://en.wikipedia.org/wiki/Bob_Christie_(racing_driver)
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
creus,Antonio,Creus,Spanish,1924-10-28,http://en.wikipedia.org/wiki/Antonio_Creus
daigh,Chuck,Daigh,American,1923-11-29,http://en.wikipedia.org/wiki/Chuck_Daigh
beaufort,Carel Godin,de Beaufort,Dutch,1934-04-10,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
drake,Bob,Drake,American,1919-12-14,http://en.wikipedia.org/wiki/Bob_Drake_(Formula_One)
drogo,Piero,Drogo,Italian,1926-08-08,http://en.wikipedia.org/wiki/Piero_Drogo
estefano,Nasif,Estéfano,Argentine,1932-11-18,http://en.wikipedia.org/wiki/Nasif_Est%C3%A9fano
fairman,Jack,Fairman,British,1913-03-15,http://en.wikipedia.org/wiki/Jack_Fairman
flockhart,Ron,Flockhart,British,1923-06-16,http://en.wikipedia.org/wiki/Ron_Flockhart_(auto_racing)
force,Gene,Force,American,1916-06-15,http://en.wikipedia.org/wiki/Gene_Force
foyt,Anthony,Foyt,American,1935-01-16,http://en.wikipedia.org/wiki/A.J._Foyt
allison,Cliff,Allison,British,1932-02-08,http://en.wikipedia.org/wiki/Cliff_Allison
ashmore,Gerry,Ashmore,British,1936-07-25,http://en.wikipedia.org/wiki/Gerry_Ashmore
baghetti,Giancarlo,Baghetti,Italian,1934-12-25,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
bandini,Lorenzo,Bandini,Italian,1935-12-21,http://en.wikipedia.org/wiki/Lorenzo_Bandini
barth,Edgar,Barth,German,1917-01-26,http://en.wikipedia.org/wiki/Edgar_Barth
bianchi,Lucien,Bianchi,Belgian,1934-11-10,http://en.wikipedia.org/wiki/Lucien_Bianchi
boffa,Menato,Boffa,Italian,1930-01-04,http://en.wikipedia.org/wiki/Menato_Boffa
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
bordeu,Juan Manuel,Bordeu,Argentine,1934-01-28,http://en.wikipedia.org/wiki/Juan_Manuel_Bordeu
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
brooks,Tony,Brooks,British,1932-02-25,http://en.wikipedia.org/wiki/Tony_Brooks
burgess,Ian,Burgess,British,1930-07-06,http://en.wikipedia.org/wiki/Ian_Burgess
bussinello,Roberto,Bussinello,Italian,1927-10-04,http://en.wikipedia.org/wiki/Roberto_Bussinello
campbell-jones,John,Campbell-Jones,British,1930-01-21,http://en.wikipedia.org/wiki/John_Campbell-Jones
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
collomb,Bernard,Collomb,French,1930-10-07,http://en.wikipedia.org/wiki/Bernard_Collomb
beaufort,Carel Godin,de Beaufort,Dutch,1934-04-10,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
duke,Geoff,Duke,British,1923-03-29,http://en.wikipedia.org/wiki/Geoff_Duke
fairman,Jack,Fairman,British,1913-03-15,http://en.wikipedia.org/wiki/Jack_Fairman
gendebien,Olivier,Gendebien,Belgian,1924-01-12,http://en.wikipedia.org/wiki/Olivier_Gendebien
ginther,Richie,Ginther,American,1930-08-05,http://en.wikipedia.org/wiki/Richie_Ginther
greene,Keith,Greene,British,1938-01-05,http://en.wikipedia.org/wiki/Keith_Greene
gregory,Masten,Gregory,American,1932-02-29,http://en.wikipedia.org/wiki/Masten_Gregory
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hall,Jim,Hall,American,1935-07-23,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver)
hansgen,Walt,Hansgen,American,1919-10-28,http://en.wikipedia.org/wiki/Walt_Hansgen
herrmann,Hans,Herrmann,German,1928-02-23,http://en.wikipedia.org/wiki/Hans_Herrmann
phil_hill,Phil,Hill,American,1927-04-20,http://en.wikipedia.org/wiki/Phil_Hill
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
ireland,Innes,Ireland,British,1930-06-12,http://en.wikipedia.org/wiki/Innes_Ireland
abate,Carlo,Abate,Italian,1932-07-10,http://en.wikipedia.org/wiki/Carlo_Mario_Abate
arundell,Peter,Arundell,British,1933-11-08,http://en.wikipedia.org/wiki/Peter_Arundell
ashmore,Gerry,Ashmore,British,1936-07-25,http://en.wikipedia.org/wiki/Gerry_Ashmore
baghetti,Giancarlo,Baghetti,Italian,1934-12-25,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
bandini,Lorenzo,Bandini,Italian,1935-12-21,http://en.wikipedia.org/wiki/Lorenzo_Bandini
bianchi,Lucien,Bianchi,Belgian,1934-11-10,http://en.wikipedia.org/wiki/Lucien_Bianchi
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
burgess,Ian,Burgess,British,1930-07-06,http://en.wikipedia.org/wiki/Ian_Burgess
bussinello,Roberto,Bussinello,Italian,1927-10-04,http://en.wikipedia.org/wiki/Roberto_Bussinello
campbell-jones,John,Campbell-Jones,British,1930-01-21,http://en.wikipedia.org/wiki/John_Campbell-Jones
chamberlain,Jay,Chamberlain,American,1925-12-29,http://en.wikipedia.org/wiki/Jay_Chamberlain
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
collomb,Bernard,Collomb,French,1930-10-07,http://en.wikipedia.org/wiki/Bernard_Collomb
davis,Colin,Davis,British,1933-07-29,http://en.wikipedia.org/wiki/Colin_Davis_(driver)
beaufort,Carel Godin,de Beaufort,Dutch,1934-04-10,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
estefano,Nasif,Estéfano,Argentine,1932-11-18,http://en.wikipedia.org/wiki/Nasif_Est%C3%A9fano
ginther,Richie,Ginther,American,1930-08-05,http://en.wikipedia.org/wiki/Richie_Ginther
greene,Keith,Greene,British,1938-01-05,http://en.wikipedia.org/wiki/Keith_Greene
gregory,Masten,Gregory,American,1932-02-29,http://en.wikipedia.org/wiki/Masten_Gregory
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hall,Jim,Hall,American,1935-07-23,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver)
harris,Mike,Harris,South African,1939-05-25,http://en.wikipedia.org/wiki/Mike_Harris_(race_car_driver)
phil_hill,Phil,Hill,American,1927-04-20,http://en.wikipedia.org/wiki/Phil_Hill
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hocking,Gary,Hocking,Rhodesian,1937-09-30,http://en.wikipedia.org/wiki/Gary_Hocking
ireland,Innes,Ireland,British,1930-06-12,http://en.wikipedia.org/wiki/Innes_Ireland
johnstone,Bruce,Johnstone,South African,1937-01-30,http://en.wikipedia.org/wiki/Bruce_Johnstone_(racing_driver)
kuhnke,Kurt,Kuhnke,German,1910-04-30,http://en.wikipedia.org/wiki/Kurt_Kuhnke
lederle,Neville,Lederle,South African,1938-09-25,http://en.wikipedia.org/wiki/Neville_Lederle
abate,Carlo,Abate,Italian,1932-07-10,http://en.wikipedia.org/wiki/Carlo_Mario_Abate
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
anderson,Bob,Anderson,British,1931-05-19,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver)
arundell,Peter,Arundell,British,1933-11-08,http://en.wikipedia.org/wiki/Peter_Arundell
baghetti,Giancarlo,Baghetti,Italian,1934-12-25,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
bandini,Lorenzo,Bandini,Italian,1935-12-21,http://en.wikipedia.org/wiki/Lorenzo_Bandini
bianchi,Lucien,Bianchi,Belgian,1934-11-10,http://en.wikipedia.org/wiki/Lucien_Bianchi
blokdyk,Trevor,Blokdyk,South African,1935-11-30,http://en.wikipedia.org/wiki/Trevor_Blokdyk
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
ernesto_brambilla,Ernesto,Brambilla,Italian,1934-01-31,http://en.wikipedia.org/wiki/Ernesto_Brambilla
broeker,Peter,Broeker,Canadian,1926-05-15,http://en.wikipedia.org/wiki/Peter_Broeker
burgess,Ian,Burgess,British,1930-07-06,http://en.wikipedia.org/wiki/Ian_Burgess
cabral,Mário de Araújo,Cabral,Portuguese,1934-01-15,http://en.wikipedia.org/wiki/Mario_de_Araujo_Cabral
campbell-jones,John,Campbell-Jones,British,1930-01-21,http://en.wikipedia.org/wiki/John_Campbell-Jones
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
collomb,Bernard,Collomb,French,1930-10-07,http://en.wikipedia.org/wiki/Bernard_Collomb
beaufort,Carel Godin,de Beaufort,Dutch,1934-04-10,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
klerk,Peter,de Klerk,South African,1935-03-16,http://en.wikipedia.org/wiki/Peter_de_Klerk
vos,Ernie,de Vos,Dutch,1941-07-01,http://en.wikipedia.org/wiki/Ernie_de_Vos
dochnal,Frank,Dochnal,American,1920-10-08,http://en.wikipedia.org/wiki/Frank_Dochnal
driver,Paddy,Driver,South African,1934-05-13,http://en.wikipedia.org/wiki/Paddy_Driver
estefano,Nasif,Estéfano,Argentine,1932-11-18,http://en.wikipedia.org/wiki/Nasif_Est%C3%A9fano
ginther,Richie,Ginther,American,1930-08-05,http://en.wikipedia.org/wiki/Richie_Ginther
gregory,Masten,Gregory,American,1932-02-29,http://en.wikipedia.org/wiki/Masten_Gregory
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hailwood,Mike,Hailwood,British,1940-04-02,http://en.wikipedia.org/wiki/Mike_Hailwood
hall,Jim,Hall,American,1935-07-23,http://en.wikipedia.org/wiki/Jim_Hall_(race_car_driver)
hansgen,Walt,Hansgen,American,1919-10-28,http://en.wikipedia.org/wiki/Walt_Hansgen
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
anderson,Bob,Anderson,British,1931-05-19,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver)
arundell,Peter,Arundell,British,1933-11-08,http://en.wikipedia.org/wiki/Peter_Arundell
attwood,Richard,Attwood,British,1940-04-04,http://en.wikipedia.org/wiki/Richard_Attwood
baghetti,Giancarlo,Baghetti,Italian,1934-12-25,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
bandini,Lorenzo,Bandini,Italian,1935-12-21,http://en.wikipedia.org/wiki/Lorenzo_Bandini
barth,Edgar,Barth,German,1917-01-26,http://en.wikipedia.org/wiki/Edgar_Barth
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
bucknum,Ronnie,Bucknum,American,1936-04-05,http://en.wikipedia.org/wiki/Ronnie_Bucknum
cabral,Mário de Araújo,Cabral,Portuguese,1934-01-15,http://en.wikipedia.org/wiki/Mario_de_Araujo_Cabral
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
collomb,Bernard,Collomb,French,1930-10-07,http://en.wikipedia.org/wiki/Bernard_Collomb
beaufort,Carel Godin,de Beaufort,Dutch,1934-04-10,http://en.wikipedia.org/wiki/Carel_Godin_de_Beaufort
gardner,Frank,Gardner,Australian,1930-10-01,http://en.wikipedia.org/wiki/Frank_Gardner_(driver)
ginther,Richie,Ginther,American,1930-08-05,http://en.wikipedia.org/wiki/Richie_Ginther
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hailwood,Mike,Hailwood,British,1940-04-02,http://en.wikipedia.org/wiki/Mike_Hailwood
hansgen,Walt,Hansgen,American,1919-10-28,http://en.wikipedia.org/wiki/Walt_Hansgen
phil_hill,Phil,Hill,American,1927-04-20,http://en.wikipedia.org/wiki/Phil_Hill
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
ireland,Innes,Ireland,British,1930-06-12,http://en.wikipedia.org/wiki/Innes_Ireland
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
maggs,Tony,Maggs,South African,1937-02-09,http://en.wikipedia.org/wiki/Tony_Maggs
mclaren,Bruce,McLaren,New Zealander,1937-08-30,http://en.wikipedia.org/wiki/Bruce_McLaren
mitter,Gerhard,Mitter,German,1935-08-30,http://en.wikipedia.org/wiki/Gerhard_Mitter
andre_pilette,André,Pilette,Belgian,1918-10-06,http://en.wikipedia.org/wiki/Andr%C3%A9_Pilette
raby,Ian,Raby,British,1921-09-22,http://en.wikipedia.org/wiki/Ian_Raby
revson,Peter,Revson,American,1939-02-27,http://en.wikipedia.org/wiki/Peter_Revson
rindt,Jochen,Rindt,Austrian,1942-04-18,http://en.wikipedia.org/wiki/Jochen_Rindt
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
anderson,Bob,Anderson,British,1931-05-19,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver)
attwood,Richard,Attwood,British,1940-04-04,http://en.wikipedia.org/wiki/Richard_Attwood
baghetti,Giancarlo,Baghetti,Italian,1934-12-25,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
bandini,Lorenzo,Bandini,Italian,1935-12-21,http://en.wikipedia.org/wiki/Lorenzo_Bandini
bassi,Giorgio,Bassi,Italian,1934-01-20,http://en.wikipedia.org/wiki/Giorgio_Bassi
bianchi,Lucien,Bianchi,Belgian,1934-11-10,http://en.wikipedia.org/wiki/Lucien_Bianchi
blignaut,Alex,Blignaut,South African,1932-11-30,http://en.wikipedia.org/wiki/Alex_Blignaut
blokdyk,Trevor,Blokdyk,South African,1935-11-30,http://en.wikipedia.org/wiki/Trevor_Blokdyk
bondurant,Bob,Bondurant,American,1933-04-27,http://en.wikipedia.org/wiki/Bob_Bondurant
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
bucknum,Ronnie,Bucknum,American,1936-04-05,http://en.wikipedia.org/wiki/Ronnie_Bucknum
bussinello,Roberto,Bussinello,Italian,1927-10-04,http://en.wikipedia.org/wiki/Roberto_Bussinello
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
clapham,David,Clapham,South African,1931-05-18,http://en.wikipedia.org/wiki/David_Clapham
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
klerk,Peter,de Klerk,South African,1935-03-16,http://en.wikipedia.org/wiki/Peter_de_Klerk
gardner,Frank,Gardner,Australian,1930-10-01,http://en.wikipedia.org/wiki/Frank_Gardner_(driver)
ginther,Richie,Ginther,American,1930-08-05,http://en.wikipedia.org/wiki/Richie_Ginther
gregory,Masten,Gregory,American,1932-02-29,http://en.wikipedia.org/wiki/Masten_Gregory
gubby,Brian,Gubby,British,1934-04-17,http://en.wikipedia.org/wiki/Brian_Gubby
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hailwood,Mike,Hailwood,British,1940-04-02,http://en.wikipedia.org/wiki/Mike_Hailwood
hawkins,Paul,Hawkins,Australian,1937-10-12,http://en.wikipedia.org/wiki/Paul_Hawkins_(racing_driver)
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
ireland,Innes,Ireland,British,1930-06-12,http://en.wikipedia.org/wiki/Innes_Ireland
lederle,Neville,Lederle,South African,1938-09-25,http://en.wikipedia.org/wiki/Neville_Lederle
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
anderson,Bob,Anderson,British,1931-05-19,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver)
arundell,Peter,Arundell,British,1933-11-08,http://en.wikipedia.org/wiki/Peter_Arundell
baghetti,Giancarlo,Baghetti,Italian,1934-12-25,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
bandini,Lorenzo,Bandini,Italian,1935-12-21,http://en.wikipedia.org/wiki/Lorenzo_Bandini
bondurant,Bob,Bondurant,American,1933-04-27,http://en.wikipedia.org/wiki/Bob_Bondurant
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
bucknum,Ronnie,Bucknum,American,1936-04-05,http://en.wikipedia.org/wiki/Ronnie_Bucknum
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
ginther,Richie,Ginther,American,1930-08-05,http://en.wikipedia.org/wiki/Richie_Ginther
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
phil_hill,Phil,Hill,American,1927-04-20,http://en.wikipedia.org/wiki/Phil_Hill
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
ireland,Innes,Ireland,British,1930-06-12,http://en.wikipedia.org/wiki/Innes_Ireland
irwin,Chris,Irwin,British,1942-06-27,http://en.wikipedia.org/wiki/Chris_Irwin
lawrence,Chris,Lawrence,British,1933-07-27,http://en.wikipedia.org/wiki/Chris_Lawrence_(racing_driver)
ligier,Guy,Ligier,French,1930-07-12,http://en.wikipedia.org/wiki/Guy_Ligier
mclaren,Bruce,McLaren,New Zealander,1937-08-30,http://en.wikipedia.org/wiki/Bruce_McLaren
parkes,Mike,Parkes,British,1931-09-24,http://en.wikipedia.org/wiki/Mike_Parkes
rindt,Jochen,Rindt,Austrian,1942-04-18,http://en.wikipedia.org/wiki/Jochen_Rindt
rodriguez,Pedro,Rodríguez,Mexican,1940-01-18,http://en.wikipedia.org/wiki/Pedro_Rodr%C3%ADguez_(racing_driver)
geki,Giacomo,Russo,Italian,1937-10-23,http://en.wikipedia.org/wiki/Geki_(driver)
scarfiotti,Ludovico,Scarfiotti,Italian,1933-10-18,http://en.wikipedia.org/wiki/Ludovico_Scarfiotti
siffert,Jo,Siffert,Swiss,1936-07-07,http://en.wikipedia.org/wiki/Jo_Siffert
solana,Moisés,Solana,Mexican,1935-12-26,http://en.wikipedia.org/wiki/Mois%C3%A9s_Solana
spence,Mike,Spence,British,1936-12-30,http://en.wikipedia.org/wiki/Mike_Spence
stewart,Jackie,Stewart,British,1939-06-11,http://en.wikipedia.org/wiki/Jackie_Stewart
surtees,John,Surtees,British,1934-02-11,http://en.wikipedia.org/wiki/John_Surtees
ahrens,Kurt,Ahrens,German,1940-04-19,"http://en.wikipedia.org/wiki/Kurt_Ahrens,_Jr."
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
anderson,Bob,Anderson,British,1931-05-19,http://en.wikipedia.org/wiki/Bob_Anderson_(racing_driver)
attwood,Richard,Attwood,British,1940-04-04,http://en.wikipedia.org/wiki/Richard_Attwood
baghetti,Giancarlo,Baghetti,Italian,1934-12-25,http://en.wikipedia.org/wiki/Giancarlo_Baghetti
bandini,Lorenzo,Bandini,Italian,1935-12-21,http://en.wikipedia.org/wiki/Lorenzo_Bandini
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
botha,Luki,Botha,South African,1930-01-16,http://en.wikipedia.org/wiki/Luki_Botha
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
charlton,Dave,Charlton,South African,1936-10-27,http://en.wikipedia.org/wiki/Dave_Charlton
clark,Jim,Clark,British,1936-03-04,http://en.wikipedia.org/wiki/Jim_Clark
courage,Piers,Courage,British,1942-05-27,http://en.wikipedia.org/wiki/Piers_Courage
fisher,Mike,Fisher,American,1943-03-13,http://en.wikipedia.org/wiki/Mike_Fisher_(driver)
ginther,Richie,Ginther,American,1930-08-05,http://en.wikipedia.org/wiki/Richie_Ginther
gurney,Dan,Gurney,American,1931-04-13,http://en.wikipedia.org/wiki/Dan_Gurney
hahne,Hubert,Hahne,German,1935-03-28,http://en.wikipedia.org/wiki/Hubert_Hahne
hart,Brian,Hart,British,1936-09-07,http://en.wikipedia.org/wiki/Brian_Hart
hill,Graham,Hill,British,1929-02-15,http://en.wikipedia.org/wiki/Graham_Hill
hobbs,David,Hobbs,British,1939-06-09,http://en.wikipedia.org/wiki/David_Hobbs_(racing_driver)
hulme,Denny,Hulme,New Zealander,1936-06-18,http://en.wikipedia.org/wiki/Denny_Hulme
ickx,Jacky,Ickx,Belgian,1945-01-01,http://en.wikipedia.org/wiki/Jacky_Ickx
irwin,Chris,Irwin,British,1942-06-27,http://en.wikipedia.org/wiki/Chris_Irwin
tom_jones,Tom,Jones,American,1943-04-26,http://en.wikipedia.org/wiki/Tom_Jones_(auto_racer)
ligier,Guy,Ligier,French,1930-07-12,http://en.wikipedia.org/wiki/Guy_Ligier
love,John,Love,Rhodesian,1924-12-07,http://en.wikipedia.org/wiki/John_Love_(racing_driver)
mclaren,Bruce,McLaren,New Zealander,1937-08-30,http://en.wikipedia.org/wiki/Bruce_McLaren
moser,Silvio,Moser,Swiss,1941-04-24,http://en.wikipedia.org/wiki/Silvio_Moser
oliver,Jackie,Oliver,British,1942-08-14,http://en.wikipedia.org/wiki/Jackie_Oliver
parkes,Mike,Parkes,British,1931-09-24,http://en.wikipedia.org/wiki/Mike_Parkes
ahrens,Kurt,Ahrens,German,1940-04-19,"http://en.wikipedia.org/wiki/Kurt_Ahrens,_Jr."
amon,Chris,Amon,New Zealander,1943-07-20,http://en.wikipedia.org/wiki/Chris_Amon
mario_andretti,Mario,Andretti,American,1940-02-28,http://en.wikipedia.org/wiki/Mario_Andretti
attwood,Richard,Attwood,British,1940-04-04,http://en.wikipedia.org/wiki/Richard_Attwood
bell,Derek,Bell,British,1941-10-31,http://en.wikipedia.org/wiki/Derek_Bell_(auto_racer)
beltoise,Jean-Pierre,Beltoise,French,1937-04-26,http://en.wikipedia.org/wiki/Jean-Pierre_Beltoise
bianchi,Lucien,Bianchi,Belgian,1934-11-10,http://en.wikipedia.org/wiki/Lucien_Bianchi
bonnier,Jo,Bonnier,Swedish,1930-01-31,http://en.wikipedia.org/wiki/Joakim_Bonnier
jack_brabham,Jack,Brabham,Australian,1926-04-02,http://en.wikipedia.org/wiki/Jack_Brabham
brack,Bill,Brack,Canadian,1935-12-26,http://en.wikipedia.org/wiki/Bill_Brack
